Date,W0000_0600,W0601_1200,W1201_1800,W1801_2359,WS1,WS2,WS3,WS4,A0000_0600,A0601_1200,A1201_1800,A1801_2359,A_Total,Accident
2020-01-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,1,TRUE
2020-01-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,1,TRUE
2020-01-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,2,3,TRUE
2020-01-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,8,TRUE
2020-01-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,1,TRUE
2020-01-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,1,TRUE
2020-01-10,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,3,3,TRUE
2020-01-11,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,2,TRUE
2020-01-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,2,2,5,TRUE
2020-01-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,10,TRUE
2020-01-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,2,5,TRUE
2020-01-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,2,TRUE
2020-01-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,2,TRUE
2020-01-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,2,TRUE
2020-01-21,Clear,Rain,Rain,Fog,NA,Light,Light,Severe,0,2,2,0,6,TRUE
2020-01-22,Clear,Fog,Clear,Clear,NA,Severe,NA,NA,3,0,2,0,2,TRUE
2020-01-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,3,2,TRUE
2020-01-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,1,TRUE
2020-01-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-01-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,3,2,2,10,TRUE
2020-01-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,2,TRUE
2020-01-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,2,3,TRUE
2020-01-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,2,TRUE
2020-01-31,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,3,2,TRUE
2020-02-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,1,TRUE
2020-02-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-02-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,0,3,TRUE
2020-02-04,Clear,Clear,Cold,Cold,NA,NA,Severe,Severe,0,2,2,2,9,TRUE
2020-02-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,2,TRUE
2020-02-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,2,3,5,TRUE
2020-02-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,4,TRUE
2020-02-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,1,TRUE
2020-02-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-02-10,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,2,0,2,TRUE
2020-02-11,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,0,2,0,2,TRUE
2020-02-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,2,TRUE
2020-02-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,3,2,TRUE
2020-02-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,3,TRUE
2020-02-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,1,TRUE
2020-02-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-02-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,2,TRUE
2020-02-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,4,TRUE
2020-02-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,2,6,TRUE
2020-02-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,1,TRUE
2020-02-21,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,4,4,7,TRUE
2020-02-22,Clear,Rain,Rain,Rain,NA,Light,Moderate,Light,3,0,0,0,1,TRUE
2020-02-23,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,0,0,0,1,TRUE
2020-02-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,2,TRUE
2020-02-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,2,TRUE
2020-02-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,1,TRUE
2020-02-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,1,TRUE
2020-02-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,4,6,TRUE
2020-02-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-03-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-03-02,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,4,3,4,TRUE
2020-03-03,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,2,2,2,7,TRUE
2020-03-04,Clear,Clear,Cold,Cold,NA,NA,Severe,Severe,0,0,4,0,2,TRUE
2020-03-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,2,2,TRUE
2020-03-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,1,TRUE
2020-03-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-03-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,2,TRUE
2020-03-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,5,TRUE
2020-03-10,Clear,Rain,Rain,Rain,NA,Light,Light,Light,0,0,2,2,5,TRUE
2020-03-11,Rain,Rain,Rain,Rain,Light,Light,Light,Light,0,0,0,0,0,FALSE
2020-03-12,Rain,Rain,Rain,Rain,Light,Light,Moderate,Light,0,0,0,2,1,TRUE
2020-03-13,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,0,2,2,2,TRUE
2020-03-14,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0,FALSE
2020-03-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-03-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,1,TRUE
2020-03-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,0,4,4,6,TRUE
2020-03-18,Rain,Clear,Rain,Rain,Light,NA,Light,Light,0,0,1,1,19,TRUE
2020-03-19,Rain,Rain,Clear,Clear,Light,Light,NA,NA,1,1,1,2,20,TRUE
2020-03-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,44,TRUE
2020-03-21,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,20,TRUE
2020-03-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,25,TRUE
2020-03-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,20,TRUE
2020-03-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,2,1,28,TRUE
2020-03-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,25,TRUE
2020-03-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,23,TRUE
2020-03-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,2,1,16,TRUE
2020-03-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,1,1,30,TRUE
2020-03-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,24,TRUE
2020-03-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,23,TRUE
2020-03-31,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,1,1,1,25,TRUE
2020-04-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,4,1,21,TRUE
2020-04-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,14,TRUE
2020-04-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,18,TRUE
2020-04-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,22,TRUE
2020-04-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,10,TRUE
2020-04-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,20,TRUE
2020-04-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,22,TRUE
2020-04-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,4,1,1,16,TRUE
2020-04-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,13,TRUE
2020-04-10,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,2,1,35,TRUE
2020-04-11,Clear,Clear,Rain,Clear,NA,NA,Light,NA,3,0,1,1,25,TRUE
2020-04-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,12,TRUE
2020-04-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,24,TRUE
2020-04-14,Rain,Clear,Clear,Clear,Light,NA,NA,NA,1,1,2,2,21,TRUE
2020-04-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,26,TRUE
2020-04-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,15,TRUE
2020-04-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,2,1,27,TRUE
2020-04-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,1,1,23,TRUE
2020-04-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,1,1,2,22,TRUE
2020-04-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,18,TRUE
2020-04-21,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,1,1,2,1,28,TRUE
2020-04-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,16,TRUE
2020-04-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,2,1,16,TRUE
2020-04-24,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,1,3,1,1,33,TRUE
2020-04-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,32,TRUE
2020-04-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,10,TRUE
2020-04-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,20,TRUE
2020-04-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,25,TRUE
2020-04-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,1,1,1,17,TRUE
2020-04-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,24,TRUE
2020-05-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,31,TRUE
2020-05-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,30,TRUE
2020-05-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,3,1,1,13,TRUE
2020-05-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,0,0,3,TRUE
2020-05-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,1,1,18,TRUE
2020-05-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,21,TRUE
2020-05-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,1,1,1,29,TRUE
2020-05-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,31,TRUE
2020-05-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,25,TRUE
2020-05-10,Clear,Clear,Rain,Rain,NA,NA,Light,Light,1,1,1,2,14,TRUE
2020-05-11,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,1,2,28,TRUE
2020-05-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,1,1,1,35,TRUE
2020-05-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,28,TRUE
2020-05-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,33,TRUE
2020-05-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,32,TRUE
2020-05-16,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,1,0,1,1,27,TRUE
2020-05-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,12,TRUE
2020-05-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,1,28,TRUE
2020-05-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,22,TRUE
2020-05-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,38,TRUE
2020-05-21,Clear,Clear,Clear,Fog,NA,NA,NA,Severe,1,1,1,2,31,TRUE
2020-05-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,39,TRUE
2020-05-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,1,1,1,24,TRUE
2020-05-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,21,TRUE
2020-05-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,38,TRUE
2020-05-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,1,1,30,TRUE
2020-05-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,34,TRUE
2020-05-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,25,TRUE
2020-05-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,23,TRUE
2020-05-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,1,1,1,23,TRUE
2020-05-31,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,10,TRUE
2020-06-01,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,1,2,1,1,27,TRUE
2020-06-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,33,TRUE
2020-06-03,Clear,Clear,Clear,Cold,NA,NA,NA,Severe,1,1,2,2,29,TRUE
2020-06-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,24,TRUE
2020-06-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,37,TRUE
2020-06-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,1,26,TRUE
2020-06-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,1,1,1,17,TRUE
2020-06-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,35,TRUE
2020-06-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,24,TRUE
2020-06-10,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,46,TRUE
2020-06-11,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,33,TRUE
2020-06-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,1,1,55,TRUE
2020-06-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,26,TRUE
2020-06-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,1,1,1,20,TRUE
2020-06-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,1,1,36,TRUE
2020-06-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,32,TRUE
2020-06-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,1,2,20,TRUE
2020-06-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,2,2,1,42,TRUE
2020-06-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,2,1,27,TRUE
2020-06-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,0,1,2,24,TRUE
2020-06-21,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,3,1,1,18,TRUE
2020-06-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,3,1,1,42,TRUE
2020-06-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,2,37,TRUE
2020-06-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,1,1,43,TRUE
2020-06-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,2,2,38,TRUE
2020-06-26,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,1,1,1,1,36,TRUE
2020-06-27,Clear,Fog,Clear,Clear,NA,Moderate,NA,NA,1,0,1,1,17,TRUE
2020-06-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,1,3,1,29,TRUE
2020-06-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,1,1,4,0,27,TRUE
2020-06-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-10,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-11,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-21,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-07-31,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,2,6,TRUE
2020-08-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-06,Clear,Fog,Clear,Clear,NA,Moderate,NA,NA,0,0,0,0,0,FALSE
2020-08-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-09,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-10,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-11,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-16,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-17,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-18,Rain,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-21,Rain,Rain,Clear,Clear,Heavy,Light,NA,NA,0,0,0,0,0,FALSE
2020-08-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-26,Fog,Clear,Fog,Clear,Moderate,NA,Moderate,NA,0,0,0,0,0,FALSE
2020-08-27,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,FALSE
2020-08-28,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-08-29,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,0,0,0,0,FALSE
2020-08-30,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0,FALSE
2020-08-31,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0,FALSE
2020-09-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-02,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-06,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-07,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,FALSE
2020-09-08,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,1,TRUE
2020-09-09,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,4,4,0,4,8,TRUE
2020-09-10,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,2,0,0,2,5,TRUE
2020-09-11,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,14,TRUE
2020-09-12,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,6,TRUE
2020-09-13,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,2,4,TRUE
2020-09-14,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,7,TRUE
2020-09-15,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,7,TRUE
2020-09-16,Clear,Clear,Cold,Cold,NA,NA,Severe,Severe,2,2,0,2,6,TRUE
2020-09-17,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,3,TRUE
2020-09-18,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,2,7,TRUE
2020-09-19,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,19,TRUE
2020-09-20,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,2,6,TRUE
2020-09-21,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,5,TRUE
2020-09-22,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,2,8,TRUE
2020-09-23,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,2,12,TRUE
2020-09-24,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,2,15,TRUE
2020-09-25,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,5,TRUE
2020-09-26,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,6,TRUE
2020-09-27,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,9,TRUE
2020-09-28,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,2,2,0,2,6,TRUE
2020-09-29,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,13,TRUE
2020-09-30,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,2,13,TRUE
2020-10-01,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,4,2,12,TRUE
2020-10-02,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,2,2,0,2,7,TRUE
2020-10-03,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,16,TRUE
2020-10-04,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,2,2,8,TRUE
2020-10-05,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,2,TRUE
